gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
DLGAP2,19.73964058527663,-1.7030425610101163,0.11450357368935812,-14.87326994378688,4.915275109718692e-50,1.0437406868349482e-48,True
AC108134.4,39.39189450620811,1.5220620237220668,0.10236697016202359,14.868682948347395,5.263870280738801e-50,1.1172186113644112e-48,True
CHRM3,112.89644846300916,-1.7460790603163872,0.1175352442211244,-14.855791315083406,6.380999767649952e-50,1.352343237028092e-48,True
LINGO1,1355.6464010847828,2.1354438757866725,0.14378937989626261,14.851193303200114,6.83412288966068e-50,1.4465958908857207e-48,True
STK32A-AS1,2.5439715950289865,-2.451781630387639,0.16522517771061307,-14.839031583200114,8.193016996069924e-50,1.7304717266177577e-48,True
LINC02541,40.25404211561322,-1.7865683805797101,0.1204541420241432,-14.83193811817297,9.10652410207065e-50,1.9215516271800167e-48,True
PICSAR,15.020394554081069,-2.1853704897568265,0.14734480426270474,-14.831676628790213,9.142070802652274e-50,1.9281176555729465e-48,True
LINC01058,9.062518302083552,-1.5693175398630532,0.10593483594688077,-14.813989428840584,1.1896496608348472e-49,2.5078275731623116e-48,True
CARTPT,1339.158567482945,7.835507700723836,0.528963480645285,14.812946427162164,1.2082573494839762e-49,2.5458204588764263e-48,True
JAZF1-AS1,5.202009552358156,-1.5393091667943326,0.10393586755523052,-14.8101825000533,1.2589803425119046e-49,2.6514113831584768e-48,True
SPINK4,32.079905531828075,3.4995039303000155,0.2362998938045212,14.809587401655694,1.2701757851032851e-49,2.6724031948444227e-48,True
AC061961.1,290.0265680706803,4.406061404115691,0.2975245582229526,14.809067965455045,1.2800287868423189e-49,2.6918325178759895e-48,True
MALRD1,453.52938254716634,3.5970810268154305,0.24290300228398576,14.808713737551777,1.2867916100765978e-49,2.704747734343041e-48,True
EEF1A2,5327.471143209319,2.595997884742903,0.1753700489456988,14.802971775110368,1.4015110087252576e-49,2.944458287684324e-48,True
CRTAC1,187.53865129655455,-2.158050519680538,0.14581303541596943,-14.800120671818812,1.4622006364046456e-49,3.068999802474958e-48,True
AC105053.1,1.989573065696182,-2.268399750338987,0.1535220160311214,-14.775729299171953,2.10070927068366e-49,4.398555808664281e-48,True
SLC39A12,5.4875809566996425,-3.348829086087918,0.22672906865424722,-14.770179694932494,2.281039773414217e-49,4.771549369365414e-48,True
LINC00922,72.71444293286183,2.2461518993594556,0.15211019356683553,14.76660996011764,2.4050968675237393e-49,5.026225239566773e-48,True
LINC01614,295.3980174876671,2.419146096386088,0.16388322718267512,14.761401383007593,2.5982529219424146e-49,5.4194800165345117e-48,True
SLC4A8,1875.983613273579,1.8693860688003558,0.12670864241579782,14.753421969954625,2.9245206871192947e-49,6.09417472623217e-48,True
AC025774.1,13.811417902683715,-1.8148887331469874,0.1231117417799746,-14.741800472537852,3.473979843798888e-49,7.232224609297435e-48,True
HADHAP2,9.215179295579413,-1.7218353906792192,0.11679988144333647,-14.741756322026228,3.476251961490987e-49,7.233495417574769e-48,True
GPAT3,352.02344114957657,-1.7036090109664093,0.11560190953883251,-14.73685874015896,3.7377018559743755e-49,7.766391383886421e-48,True
GRIA2,1805.2708327416303,4.225676362588492,0.286886361366263,14.72944319299181,4.171284872234315e-49,8.650795701440303e-48,True
MFAP4,6218.9056879544405,-1.8554027315127548,0.12600427430916164,-14.724918989338207,4.4600381018122395e-49,9.236437612273482e-48,True
GPR182,17.890054511734505,-1.9301373946356786,0.13111173037423943,-14.721317376609868,4.7040634319463656e-49,9.727913788886331e-48,True
CDC25C,212.62089910979782,1.6505851404905698,0.11212393647054635,14.721077340378246,4.7207914908958784e-49,9.757871528498979e-48,True
IQGAP3,1242.9800043214868,1.6586665200078117,0.11267753999653549,14.72047153371303,4.763273773589339e-49,9.836341111865157e-48,True
PRIMA1,284.1288250701016,-1.8906888725485793,0.12852147888842455,-14.711073113234047,5.473252856347782e-49,1.1275729772346207e-47,True
NUF2,541.9522849456849,1.7684214696657394,0.12023784973262608,14.707693738687055,5.753505345243231e-49,1.1836287390537953e-47,True
ILDR2,95.92188410479477,1.5961854605410992,0.10864414965569766,14.691867584214554,7.268261846602468e-49,1.4889162656209506e-47,True
AL109741.1,17.142570315856847,-1.6233386292517988,0.1105082438080427,-14.68975140055256,7.49884022103924e-49,1.533985026607421e-47,True
AC002480.2,9.20255485055117,-1.7238346182143707,0.11739485166260465,-14.684073396750897,8.154124024942485e-49,1.6656835895343563e-47,True
AC117488.1,4.523279569166252,-1.8298085557288846,0.12462145013339525,-14.682934228178624,8.292302531684189e-49,1.6931154854912966e-47,True
PRSS12,73.79172606023064,-2.1039137694208705,0.14337434733155818,-14.674269202115331,9.422525056712434e-49,1.921180038612407e-47,True
PLA2G10,39.78986166425732,1.983051681999911,0.13514756694253738,14.67323257726921,9.567618113724749e-49,1.9489376888561163e-47,True
TPSG1,227.93243317767457,2.8556936743414245,0.19469420793929149,14.667584128809173,1.0398180664436634e-48,2.1171337815883588e-47,True
RHOXF1P3,188.40275184064387,3.9971636561394193,0.2725243168066086,14.667181640807215,1.0460031729158838e-48,2.1287313754184822e-47,True
TNRC18P1,1077.574039359038,2.261165265132877,0.15421540857745047,14.662382222313854,1.1226400786984407e-48,2.2836282834496177e-47,True
ADGRG3,35.27047392397562,-2.099692395951324,0.1432765010600997,-14.654827417027533,1.2547504701973775e-48,2.5487887409314997e-47,True
PRRT2,316.3949465173604,1.6599253269671512,0.11329144729448162,14.651815001113553,1.3116453344211914e-48,2.6618756667920223e-47,True
CADM3,205.95342144803507,-2.298582941913024,0.1569122853763516,-14.648839868719712,1.3703555336909252e-48,2.779727247767925e-47,True
CLDND2,26.59951825724304,-1.6587947328727302,0.11324552169223207,-14.647773334303189,1.3920330284927568e-48,2.822384246079096e-47,True
COL4A2-AS1,4.2158105032485595,-1.8779984906043652,0.12823768563862323,-14.644669242523669,1.4570859414685864e-48,2.9487869882877286e-47,True
TEX45,48.12618639679077,1.649680510180956,0.11266790102182267,14.64197429098665,1.5160130797117473e-48,3.063768123163049e-47,True
PLEKHD1,351.25230942691616,2.27980200701409,0.15573563849811373,14.638922914498487,1.5856016983378908e-48,3.201429848346323e-47,True
TMEM63C,1916.6924425706054,1.5838664788802996,0.10822243900979242,14.635287222985104,1.672678237188227e-48,3.3756771600853367e-47,True
RAD17P1,71.51787433950796,2.251733775519765,0.15394060695097994,14.627289187165513,1.88134941136687e-48,3.793284910894452e-47,True
CFAP57,177.23018365516762,1.5841531637668043,0.10831516272675766,14.62540538080605,1.9341541824925302e-48,3.896143716709039e-47,True
IQSEC3,133.39264512183232,-1.8465653548369751,0.12633743328619174,-14.616137963274568,2.2162021071040504e-48,4.460170777824615e-47,True
CST2,202.51077325538293,2.6818895865654007,0.18357318854744664,14.609375191368075,2.447522456318263e-48,4.914349633117634e-47,True
AC087242.1,2.2842478590949034,-3.061387911750542,0.20968373769828602,-14.60002547338971,2.80740457769753e-48,5.634353557941502e-47,True
LRTM2,65.89467395778787,3.8417342164139185,0.26318462691863476,14.597107214782783,2.9301712766908194e-48,5.878031605789312e-47,True
AC006159.1,1.633532292955929,-3.034681961311656,0.20795333070968663,-14.593091396781837,3.1078922512384074e-48,6.231674693167163e-47,True
PTN,3016.8538790623834,-2.2848447630091675,0.156709848672756,-14.580096799023888,3.759832324764935e-48,7.535417169859226e-47,True
TLE6,308.0706608434158,1.5353084768304652,0.10537644012547258,14.56975083806552,4.374837036474632e-48,8.75590947286332e-47,True
CYP11A1,70.87346103473487,-1.5186344869943895,0.10426242194953361,-14.565501727261408,4.6555391419154123e-48,9.304879448426069e-47,True
LINC02668,2.898388855460035,-2.2173434121061284,0.15238770825764525,-14.550671031532392,5.783295089683725e-48,1.1532414958727541e-46,True
LINC02568,922.238013565547,1.9377392751846292,0.13323353963935763,14.543930007637616,6.382094995358548e-48,1.2709010852834078e-46,True
AL353611.1,1.2261780660811121,-3.0315041692805207,0.20850512917866904,-14.539230671312696,6.835655493717179e-48,1.3599767792367573e-46,True
CSN2,367.5144008251947,-20.859260617956046,1.4352442462389352,-14.533596405362951,7.421924573066558e-48,1.4739224388237244e-46,True
TP53AIP1,83.66466316383439,-2.1169358323772567,0.1457471896249361,-14.524711164756942,8.449770755233248e-48,1.6772775683814796e-46,True
GOLGA8VP,9.739422157272474,-1.5719960893472185,0.10823655345008866,-14.523707927120169,8.574382499238367e-48,1.7004621620699106e-46,True
