gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
AC055876.2,2.2166657380076016,-1.638032209967401,0.19045666829758207,-8.600550585123285,7.933457093889292e-18,4.0525589162908794e-17,True
GRB14,490.68392200386324,1.524924653849694,0.17739402440968569,8.596257167760795,8.235812972543211e-18,4.204423504228657e-17,True
FAM81B,10.824158574026843,-1.7252820513427012,0.200710542744854,-8.595871585758719,8.263517005470829e-18,4.2180482994755886e-17,True
RELN,668.8152904789649,-1.9803390581851354,0.23046694142745758,-8.592725038651464,8.49306091417303e-18,4.3304292671970716e-17,True
AC079298.3,63.416269307108564,-1.519766223168906,0.17692300061813687,-8.58998670528489,8.697938915316618e-18,4.433260082573669e-17,True
C1QL2,130.69521436480434,2.130450855697303,0.24808856476746927,8.587460924263686,8.891234706122614e-18,4.528448174054849e-17,True
NBEAP1,11.329677561591568,-1.5372528712223934,0.1790116851264388,-8.58744427849281,8.892522550937881e-18,4.528548988742113e-17,True
AC079600.3,2.701187351612054,2.582320508280722,0.3007461970041521,8.586377929311174,8.975408325415215e-18,4.5701987245220855e-17,True
LINC02579,3.9853432055866382,1.76187151193345,0.2052505886356475,8.584002236705166,9.162818948840616e-18,4.663911886859336e-17,True
DACT2,137.9961680514229,-1.814582335830197,0.21147763393057412,-8.580492897068753,9.446746423823906e-18,4.8049004028630584e-17,True
AC105180.2,4.683040326147315,2.1207431726216996,0.2472857037028805,8.576084831696626,9.815716324446835e-18,4.9876851324540295e-17,True
AC013565.1,26.82016424331584,1.9291790854877886,0.2249633982405562,8.575524287843896,9.863643445531825e-18,5.010812876413343e-17,True
AP006261.1,5.537685990349882,-1.7970273551357412,0.20963320434306998,-8.572245798403486,1.0148618944797412e-17,5.1530626561937247e-17,True
ODAPH,7.848229387670324,1.5961305143537081,0.18627144441909496,8.568841667231341,1.045311408016959e-17,5.304431973999102e-17,True
PCDH9,516.1544168727816,-1.8368323651047487,0.21436856098541607,-8.568571607054414,1.0477653072038692e-17,5.315585899184465e-17,True
PLEKHD1,50.42412905558036,-1.622759593426334,0.1895651760764939,-8.56043091359519,1.1244643669535153e-17,5.700523968633304e-17,True
AC011444.2,1.2043241137706173,-2.35642737169306,0.27527797750057303,-8.560173948851954,1.1269735323356343e-17,5.712547306154156e-17,True
HCN1,16.752304136020346,-2.043937069745735,0.23879119795764395,-8.559515958826433,1.133423777941794e-17,5.742440918605236e-17,True
IGSF1,537.1005614053057,-2.0041120473864695,0.23417114913898796,-8.558321786246033,1.1452233932795727e-17,5.800101412818899e-17,True
SLCO1B7,5.553248067615878,-5.445920844011693,0.6365714139030573,-8.555082312950114,1.1778465568931919e-17,5.962417694799235e-17,True
SLC44A4,1161.312687128477,-1.931989737147661,0.22587165234875922,-8.553484764721844,1.1942706536136161e-17,6.044085950992174e-17,True
MYL7,41.51031830113836,-2.461037403637057,0.2877417327503132,-8.552938706922339,1.1999362387387602e-17,6.071279922016012e-17,True
TMEM100,633.4163408945784,-1.9170627693765951,0.22416816738518594,-8.551895622550749,1.2108325126189496e-17,6.125665517997973e-17,True
LINC00487,14.325998196227951,1.5188731145506698,0.1776999435958587,8.547403470228604,1.2588850100534262e-17,6.36644013725899e-17,True
OR7E91P,48.32080234188659,1.8052649126977849,0.211269192351803,8.544856410922796,1.2869618686687243e-17,6.505263460241545e-17,True
C8orf86,4.635970677739768,-1.7138564945976111,0.20057711886334292,-8.544626148335967,1.289530359959221e-17,6.516660965252448e-17,True
SLCO4A1-AS1,52.71685419132056,1.5964801260929817,0.1869113523741681,8.541375929360735,1.3263295526965729e-17,6.696924646317002e-17,True
AC125494.3,4.281284681248925,1.632611904419805,0.191159275064575,8.540584305251716,1.3354481666627701e-17,6.742147184062953e-17,True
AL355073.2,4.851020782099203,-1.5376686455709248,0.18008657727460559,-8.53849669887504,1.3597927757139018e-17,6.862551904641397e-17,True
AP000919.2,3.5361650568459364,2.435174315204353,0.28529145602406436,8.535742181493669,1.3925858070371945e-17,7.022932428983545e-17,True
PPIAP2,3.227953855388416,1.5009820108290557,0.17600481797894488,8.528073424720766,1.4880508632696518e-17,7.498910050800973e-17,True
UBE2U,6.868500767165492,3.2999601028947723,0.3870843081507814,8.525171476621406,1.52583606168528e-17,7.682802758485626e-17,True
CD207,221.0454328404655,1.5800656023858295,0.185351438588709,8.52470104584385,1.5320499094012548e-17,7.713155668923075e-17,True
AL050338.2,2.4277420661092126,-1.8575654966587587,0.21792733114773163,-8.5237839920112,1.5442350030836034e-17,7.772711719057568e-17,True
LINC02595,15.532639639266248,1.5422584904840244,0.18097635408500548,8.521878442526354,1.5698610809169715e-17,7.899688496076076e-17,True
FTCD,62.52271149070329,1.7668791998412468,0.20733916550783466,8.521685690755238,1.572476484620567e-17,7.911891249211015e-17,True
AC093903.1,1.721784099677284,-2.247094915686043,0.2636920719822677,-8.521662781872152,1.572787615630688e-17,7.912498538498013e-17,True
SLCO4C1,107.26160398087471,1.542372861414703,0.1810430656135381,8.519369997341489,1.6042357030954016e-17,8.066803033234169e-17,True
FO680682.1,2.7079922850078004,1.967084899079169,0.23092571343711127,8.518258403540113,1.6197049822133733e-17,8.142618513123492e-17,True
VXN,21.124590013178356,2.1381517876736846,0.251107987312017,8.514869680417215,1.6677775214531497e-17,8.379220800045752e-17,True
AC008738.4,6.396500044108599,-2.1757084463420044,0.25553919715667145,-8.514186749237044,1.6776347009394633e-17,8.426707183756613e-17,True
CCNP,173.6520661439727,1.5290725289768183,0.17960657091483015,8.513455388566536,1.6882546442435922e-17,8.47902580301236e-17,True
AC108516.1,2.0371760009370385,-4.3635684309213305,0.5125725840015912,-8.513074181329575,1.6938163502062535e-17,8.505930547627488e-17,True
VIT,819.6874539494286,-1.8227482441711473,0.2141454082658825,-8.51173162633507,1.7135481888777492e-17,8.602939493459458e-17,True
SNRPGP4,7.736284059509646,-1.5605240446757032,0.1833495615463909,-8.511195944588398,1.7214843775696873e-17,8.640695323510571e-17,True
IGFL1,36.863510573707984,2.252483195269638,0.26465384028762956,8.511054261754174,1.7235894834089317e-17,8.649171864207864e-17,True
ARF4P2,1.917182539428384,1.84250653445157,0.2165350175682053,8.509046505012558,1.7536949421923263e-17,8.798119397258049e-17,True
